#The following lines beginning with # are comments. Readable columns names and datatypes are provided as informational comment lines in addition to the database column names.
#If you want to re-upload this table import it as a MAST Result with these header lines unmodified.
#Observation Type, Mission, Provenance Name, Instrument, Project, Filters, Waveband, Target Name, Target Classification, Observation ID, RA, Dec, Calibration Level, Start Time, Exposure Length, Release Date, Proposal Type, Distance (")
#@string, string, string, string, string, string, string, string, string, string, ra, dec, int, float, float, float, string, float
intentType,obs_collection,provenance_name,instrument_name,project,filters,wavelength_region,target_name,target_classification,obs_id,s_ra,s_dec,calib_level,t_min,t_exptime,t_obs_release,proposal_type,distance
science,KeplerFFI,Kepler,Kepler,Kepler,KEPLER,OPTICAL,,,kplr2012310200152_40,292.469251627324,41.2152995841532,1,56236.81420744,1765.459584,NaN,Kepler,0
science,KeplerFFI,Kepler,Kepler,Kepler,KEPLER,OPTICAL,,,kplr2012341215621_40,292.469292900673,41.2152668154172,1,56267.89370604,1765.459584,NaN,Kepler,0
science,KeplerFFI,Kepler,Kepler,Kepler,KEPLER,OPTICAL,,,kplr2013011160902_40,292.469328787646,41.2152209328051,1,56303.65251524,1765.459584,NaN,Kepler,0
science,KeplerFFI,Kepler,Kepler,Kepler,KEPLER,OPTICAL,,,kplr2013038133130_64,292.474633427368,41.2161224007449,1,56330.54311544,1765.459584,NaN,Kepler,0
science,KeplerFFI,Kepler,Kepler,Kepler,KEPLER,OPTICAL,,,kplr2013065115251_64,292.474669574291,41.2160552697917,1,56357.47460744,1765.459584,NaN,Kepler,0
science,KeplerFFI,Kepler,Kepler,Kepler,KEPLER,OPTICAL,,,kplr2013098115308_64,292.474698215746,41.2159863173679,1,56390.47480454,1765.459584,NaN,Kepler,0
science,Kepler,Kepler,Kepler,Kepler,KEPLER,OPTICAL,kplr006444896,,kplr006444896_lc_Q000000111100111111,292.503785,41.830421,2,55371.9472222222,1800,NaN,Kepler,0
science,JWST,CALJWST,NIRSPEC,JWST,F100LP,Infrared,TYC 4433-1800-1,,jw01128-o004_s00004_nirspec_f100lp-g140m-s1600a1-allslits,272.14476375,69.4579805555556,3,59745.0172302796,197.907,59774.8541666,COM,0
science,JWST,CALJWST,NIRSPEC,JWST,F100LP,Infrared,IRAS 05248-7007,,jw01492-o005_s00004_nirspec_f100lp-g140m-s1600a1-sub2048,81.0865208333333,-70.0837555555556,3,59806.6109031384,222.012,59807.49618062,CAL,0
science,JWST,CALJWST,NIRSPEC,JWST,F100LP,Infrared,2MASS J17430448+6655015,,jw01536-o002_s00004_nirspec_f100lp-g140m-s1600a1-sub2048,265.768690416667,66.9171277777778,3,59800.2481667611,230.11,59801.82681704,CAL,0
science,JWST,CALJWST,NIRSPEC,JWST,F100LP,Infrared,GSPC P330-E,,jw01538-o160_s00004_nirspec_f100lp-g140m-s1600a1-sub2048,247.890885416667,30.1462222222222,3,59820.4215635898,72.26,59821.8409027,CAL,0
science,HLSP,KEPSEISMIC,Kepler,Kepler,KEPLER,Optical,kplr006444896,,hlsp_kepseismic_kepler_phot_kplr006444896-20d_kepler_v1_cor-filt-inp,292.503785,41.830421,4,55371.9705713568,1800,58754,,0
science,HLSP,KEPSEISMIC,Kepler,Kepler,KEPLER,Optical,kplr006444896,,hlsp_kepseismic_kepler_phot_kplr006444896-55d_kepler_v1_cor-filt-inp,292.503785,41.830421,4,55371.9705713568,1800,58754,,0
science,HLSP,KEPSEISMIC,Kepler,Kepler,KEPLER,Optical,kplr006444896,,hlsp_kepseismic_kepler_phot_kplr006444896-80d_kepler_v1_cor-filt-inp,292.503785,41.830421,4,55371.9705713568,1800,58754,,0
science,HLSP,QLP,Photometer,TESS,TESS,Optical,137558813,,hlsp_qlp_tess_ffi_s0040-0000000137558813_tess_v01_llc,292.503752551,41.8304205137,4,59390.1586377961,600,59836.50256941,,0
science,HLSP,QLP,Photometer,TESS,TESS,Optical,137558813,,hlsp_qlp_tess_ffi_s0041-0000000137558813_tess_v01_llc,292.503752551,41.8304205137,4,59419.4924137387,600,59844.51053234,,0
science,HLSP,TESS-SPOC,Photometer,TESS,TESS,Optical,137558813,,hlsp_tess-spoc_tess_phot_0000000137558813-s0040_tess_v1_tp,292.503752550615,41.8304205137379,4,59390.1543426736,600,59820,,0
science,HLSP,TESS-SPOC,Photometer,TESS,TESS,Optical,137558813,,hlsp_tess-spoc_tess_phot_0000000137558813-s0041_tess_v1_tp,292.503752550615,41.8304205137379,4,59419.4950629282,600,59821,,0
science,HLSP,TICA,Photometer,TESS,TESS,Optical,TICA FFI,,hlsp_tica_s0040-cam2-ccd4,287.826495696285,44.4513861941536,3,59390.1529363291,475.2,59425,,0
science,HLSP,TICA,Photometer,TESS,TESS,Optical,TICA FFI,,hlsp_tica_s0041-cam2-ccd3,285.720052310913,44.0235107754996,3,59419.4862563666,475.2,59452,,0
science,HLSP,TICA,Photometer,TESS,TESS,Optical,TICA FFI,,hlsp_tica_s0054-cam3-ccd2,296.277322144372,39.5213665679407,3,59769.3958086511,475.2,59801,,0
science,HLSP,TICA,Photometer,TESS,TESS,Optical,TICA FFI,,hlsp_tica_s0055-cam3-ccd1,297.311583136222,39.7805623482052,3,59796.5971848983,475.2,59829,,0
science,GALEX,GII,GALEX,GII,NUV,UV,GI4_056008_KEPLER_16,,3153999819312201728,292.387474790955,42.3763160061453,2,54606.1853356481,6904.55,55310.17918984,GII,0
science,GALEX,GII,GALEX,GII,FUV,UV,GI4_056008_KEPLER_16,,3153999819312201728,292.387474790955,42.3763160061453,2,54606.1853356481,6904.55,55310.17918984,GII,0
science,GALEX,MIS,GALEX,MIS,NUV,UV,MISKEP_08568_0015,,3728912459445043200,291.800517251545,41.8172137469244,2,55740.2706828704,300.15,55992.21040507,MIS,0
