#Observation Type, Mission, Provenance Name, Instrument, Project, Filters, Waveband, Target Name, Target Classification, Observation ID, RA, Dec, Calibration Level, Start Time, Exposure Length, Release Date, Proposal Type," Distance ("")"
intentType,obs_collection,provenance_name,instrument_name,project,filters,wavelength_region,target_name,target_classification,obs_id,s_ra,s_dec,calib_level,t_min,t_exptime,t_obs_release,proposal_type,distance
science,HST,CALFGS,FGS,HST,PUPIL,Optical,PROXIMA-CENTAURI,STAR;M V-IV,f0v45201m,217.4378947,-62.68130153,1,48657.84888,126.95,49026.04527,GTO/AST,0
science,HST,CALFGS,FGS,HST,NOCHANGE;PUPIL,Optical,PROXCEN-3-REF,STAR;M V-IV,f0v45202m,217.4819342,-62.689244,1,48657.85035,221.95,49026.04582,GTO/AST,0
science,HST,CALFGS,FGS,HST,NOCHANGE;PUPIL,Optical,PROXCEN-4-REF,STAR;M V-IV,f0v45203m,217.4546217,-62.689341,1,48657.85292,546.95001,49026.04627,GTO/AST,0
science,HST,CALFGS,FGS,HST,NOCHANGE;PUPIL,Optical,PROXCEN-5-REF,STAR;M V-IV,f0v45204m,217.4353808,-62.691332,1,48657.85925,180.95,49026.04678,GTO/AST,0
science,HST,CALFGS,FGS,HST,NOCHANGE;PUPIL,Optical,PROXCEN-6-REF,STAR;M V-IV,f0v45205m,217.4860771,-62.662371,1,48657.86134,180.95,49026.04728,GTO/AST,0
science,HST,CALFGS,FGS,HST,NOCHANGE;PUPIL,Optical,PROXCEN-7-REF,STAR;M V-IV,f0v45206m,217.434505,-62.686885,1,48657.86344,337.95001,49026.04775,GTO/AST,0
science,HST,CALFGS,FGS,HST,NOCHANGE;PUPIL,Optical,PROXCEN-8-REF,STAR;M V-IV,f0v45207m,217.4203125,-62.694848,1,48657.86735,232.95,49026.04826,GTO/AST,0
science,HST,CALFGS,FGS,HST,NOCHANGE;PUPIL,Optical,PROXCEN-9-REF,STAR;M V-IV,f0v45208m,217.4160538,-62.691118,1,48657.87005,546.95001,49026.04874,GTO/AST,0
science,HST,CALFGS,FGS,HST,NOCHANGE;PUPIL,Optical,PROXIMA-CENTAURI,STAR;M V-IV,f0v45209m,217.4378946,-62.68130159,1,48657.87638,121.95,49026.04947,GTO/AST,0
science,HST,CALFGS,FGS,HST,F583W,Optical,CK2-1,CALIBRATION;FGS STABILITY;;STAR;,f0wt0101m,217.4471401,-62.68136528,1,48704.85741,97.800003,48735.75223,SV/AST,0
science,HST,CALFGS,FGS,HST,NOCHANGE;F583W,Optical,CK2-3-REF,CALIBRATION;FGS STABILITY;;STAR;,f0wt0102m,217.4819342,-62.689244,1,48704.85889,126.6,48735.75228,SV/AST,0
science,HST,CALFGS,FGS,HST,NOCHANGE;F583W,Optical,CK2-4-REF,CALIBRATION;FGS STABILITY;;STAR;,f0wt0103m,217.4546217,-62.689341,1,48704.86079,182.7,48735.75233,SV/AST,0
science,HST,CALFGS,FGS,HST,NOCHANGE;F583W,Optical,CK2-5-REF,CALIBRATION;FGS STABILITY;;STAR;,f0wt0104m,217.4353808,-62.691332,1,48704.86333,104.7,48735.75237,SV/AST,0
science,HST,CALFGS,FGS,HST,NOCHANGE;F583W,Optical,CK2-6-REF,CALIBRATION;FGS STABILITY;;STAR;,f0wt0105m,217.4860771,-62.662371,1,48704.86456,141.95,48735.75242,SV/AST,0
science,HST,CALFGS,FGS,HST,NOCHANGE;F583W,Optical,CK2-7-REF,CALIBRATION;FGS STABILITY;;STAR;,f0wt0106m,217.434505,-62.686885,1,48704.8662,167.95,48735.75247,SV/AST,0
science,HST,CALFGS,FGS,HST,NOCHANGE;F583W,Optical,CK2-8-REF,CALIBRATION;FGS STABILITY;;STAR;,f0wt0107m,217.4203125,-62.694848,1,48704.86815,167.95,48735.7525,SV/AST,0
